201508,079,201589044,20AAAAAA,1.80136,0.741736,1.309307,0.654654,158.286633,0.985333,114.299017,1.061131,3.481731,0.902671,2.411706,0.844097,14,7,12,20150830192147,20150826134520,224,2025,956,1293,17,11,10,1,13,0,0,0,0,0,0,0,4,3,3,14,3,1535,26,37,7,2,714,8,17,11,2,737,13,19,1,1,17,1,1,6,4,1,0,179,163,21,0,12,2,6,0,694,155,646,0,6,4,1,0,179,163,21,0
201508,079,202036587,20AAAAAA,4.404614,0.566569,3.012979,0.723115,2005.803377,0.687314,1360.954472,1.253758,34.426262,0.659996,23.381646,1.169082,31,24,31,20150831231230,20150831193604,18060,72408,23494,72195,24,20,16,5,18,0,1,8,1,7,0,1,100,57,64,19,21,22956,74,417,14,92,67512,167,1200,15,19,18564,47,329,12,46,7488,53,151,88,0,12,17,19755,0,6297,830,134,0,6,10,62289,0,699,461,45,0,9,17,6249,0,1165,830
201508,079,202021293,20AAAAAA,5.743747,0.645131,3.683922,0.652847,1336.547705,0.714226,942.049642,0.748762,24.902181,0.700515,17.043007,0.723037,31,28,29,20150831215221,20150831215221,6821,51190,6821,54267,25,19,19,1,23,0,0,7,0,7,0,0,36,25,22,20,31,23166,147,460,15,12,34845,129,642,16,22,13721,81,265,12,9,21507,77,395,145,13,0,0,31218,4010,0,0,111,5,1,0,21797,665,214,0,143,12,0,0,31141,3926,0,0
201508,079,201504397,20AAAAAA,4.375697,0.50995,2.265426,0.60144,1571.91787,0.613582,763.894172,0.942769,27.393118,0.582033,12.972475,0.847874,31,30,30,20150831213748,20150831153427,15818,63600,20822,61641,34,27,27,16,17,0,1,6,4,2,0,0,6,5,6,30,3,23761,134,465,19,5,55657,132,994,21,2,11026,69,217,14,4,13282,44,242,19,17,77,0,1014,7178,16116,0,25,45,82,1,3029,12655,39421,5,3,13,35,0,143,6525,4427,0
201508,079,200847736,20AAAAAA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,20150829172533,20150829172533,895,0,0,895,2,2,1,0,2,0,0,1,0,1,0,0,1,1,1,2,1,895,6,19,0,0,0,0,0,2,1,865,5,18,0,0,0,0,0,4,1,0,0,860,5,0,0,1,0,0,0,30,0,0,0,4,0,0,0,860,0,0,0
201508,079,202069787,20AAAAAA,2.770103,0.775629,1.917812,0.908437,240.570015,1.365767,184.566969,1.348845,5.423975,1.064518,3.945778,1.10975,21,18,17,20150830161633,20150830135645,423,3276,796,3501,17,16,6,5,12,0,1,2,1,1,0,0,3,3,2,12,3,1877,53,63,9,2,1822,22,44,12,3,1179,28,36,7,1,1284,10,28,23,3,12,3,848,86,1529,89,27,0,10,0,978,0,258,0,21,3,9,3,708,86,429,89
201508,079,200058507,20AAAAAA,9.61496,0.419218,5.241117,0.622508,514.935911,0.480206,331.889382,0.719581,13.113607,0.42258,7.591961,0.616102,31,31,31,20150831210452,20150831210452,6372,26870,7871,26162,182,115,131,22,150,0,14,18,2,16,0,1,50,33,39,81,32,11713,154,276,151,29,21529,557,686,50,25,6909,80,156,87,17,7389,181,226,203,17,34,14,10000,626,2030,1819,343,43,52,30,13590,2830,1704,1839,147,7,20,4,6084,324,640,1108
201508,079,200927775,20AAAAAA,10.345977,0.354649,6.10413,0.553125,2422.499592,0.513996,2059.189555,1.316317,42.158243,0.449978,34.909463,1.09214,29,28,29,20150831213001,20150831213001,49837,86842,20004,118765,49,36,42,12,31,0,2,18,7,10,0,0,6,5,6,43,4,91587,546,1812,37,5,45092,300,905,32,4,31917,207,642,26,3,11885,102,253,39,121,141,0,2127,7091,34156,0,91,94,244,2,10091,9334,43888,16,28,121,141,0,1480,7091,34156,0
201508,079,202058909,20AAAAAA,6.580408,0.92984,3.594868,0.760453,469.446464,1.107989,167.246089,0.803015,10.542952,0.95845,4.466178,0.72247,26,22,20,20150831185528,20150831185528,3478,7538,1516,9868,22,20,15,3,18,0,3,12,1,11,0,1,2,2,2,18,2,4990,102,141,17,2,6026,82,145,16,2,2361,59,72,15,2,2221,45,64,90,7,6,7,4056,188,270,181,61,5,14,7,4631,236,1567,938,90,7,6,7,4056,188,270,181
201508,079,201487999,20AAAAAA,4.903606,0.643598,2.965409,0.605186,378.762593,0.539219,321.138056,0.664401,8.295834,0.536039,6.49542,0.618611,21,20,18,20150826211120,20150826121619,1540,13211,1888,13311,26,24,15,1,25,0,0,6,0,6,0,0,47,30,29,20,34,5390,86,133,16,21,9361,74,192,19,26,2815,50,73,12,8,6852,48,137,24,71,3,0,2402,7173,92,0,18,40,4,0,1320,3629,135,0,2,23,3,0,230,855,92,0
201508,079,201998893,20AAAAAA,14.751532,0.732153,9.846281,0.749544,1806.540414,0.790865,1223.898155,0.930721,37.279981,0.767195,24.834486,0.865862,27,22,27,20150831203008,20150830145720,10042,51633,21362,44238,44,36,32,11,32,0,4,20,4,16,0,1,10,10,7,34,10,30232,251,639,34,6,31443,293,673,27,10,12001,118,262,29,5,16929,171,369,188,35,66,17,17950,2683,8297,1266,145,37,72,14,16192,5716,10834,687,186,35,63,17,17875,2683,6027,1266
201508,079,201425977,20AAAAAA,4.596617,0.733503,3.187475,0.763666,541.257861,0.757181,357.773945,0.76991,10.348859,0.688394,7.167907,0.739291,30,23,28,20150831213425,20150831213425,4910,16535,4510,16979,35,21,29,3,32,0,0,6,0,6,0,0,10,8,9,18,7,6864,72,151,32,10,14581,116,300,12,7,3404,37,74,21,6,7284,59,149,75,18,3,0,9357,1120,211,0,76,14,2,0,9747,818,192,0,72,18,3,0,8953,1120,211,0
201508,079,200605529,20AAAAAA,8.437195,0.79019,3.998959,0.729222,471.350816,1.046022,326.709735,1.418488,12.338446,0.921667,7.353282,1.075244,31,31,28,20150831211522,20150831211522,2002,11967,6772,7829,63,41,46,8,53,0,2,10,4,6,0,0,21,18,17,52,16,8462,205,258,35,16,5507,126,157,36,15,4937,105,140,22,12,2203,65,72,120,5,45,0,5797,206,1137,0,103,9,47,2,4597,544,1623,65,120,5,45,0,5797,206,1137,0
201508,079,201712840,20AAAAAA,11.464917,0.554466,6.996357,0.623239,881.063477,0.655695,720.697139,0.871868,19.46009,0.5823,14.435475,0.72411,31,31,30,20150831105011,20150831105011,9674,31981,10823,33218,100,70,76,18,73,0,7,24,5,19,0,0,24,18,19,81,23,25347,374,617,66,13,16308,267,419,58,18,15413,203,364,42,8,10212,145,254,115,115,106,10,8388,7986,7791,646,91,112,86,3,6372,5792,3736,72,110,114,106,10,8057,7818,7791,646
201508,079,202086890,20AAAAAA,0.979796,0.204124,0.979796,0.233285,187.107028,0.393578,203.435887,0.462144,3.773592,0.362845,4.079216,0.433959,5,5,2,20150824124710,20150824124710,300,2077,0,2377,15,13,3,0,15,0,1,1,0,1,0,0,9,6,3,11,9,1234,16,29,6,2,1143,8,23,9,6,1058,13,24,6,2,1143,8,23,17,4,0,0,1913,288,0,0,2,1,0,1,87,89,0,89,16,4,0,0,1897,288,0,0
201508,079,201679655,20AAAAAA,4.633273,0.469384,2.692341,0.531383,829.490805,0.633589,485.960353,0.826838,15.899725,0.593131,9.351501,0.752131,31,30,28,20150831213811,20150831203926,11780,28805,5139,37723,65,55,36,1,63,0,2,10,0,10,0,0,4,4,3,50,2,23290,174,475,38,4,17295,132,356,39,2,10034,87,212,31,4,7598,65,161,71,79,1,2,5519,11994,47,353,45,109,0,1,3197,19756,0,11,65,78,1,2,4952,11931,47,353
201508,079,202024576,20AAAAAA,1.480816,0.540615,1.080852,0.743086,123.745042,0.512079,129.229109,0.777637,2.499905,0.456332,2.462574,0.732117,23,11,20,20150831210241,20150829202749,1366,4192,788,4770,12,7,9,4,6,0,2,1,1,0,0,0,23,6,22,9,22,3076,47,77,8,6,2482,16,49,4,5,651,9,15,5,3,1177,7,22,4,0,12,0,492,0,1336,0,11,1,33,2,791,376,2539,24,3,0,12,0,373,0,1336,0
201508,079,201579606,20AAAAAA,3.029405,0.678587,1.799589,0.701535,531.683056,0.93383,341.782458,0.953426,9.828634,0.860005,6.162241,0.88032,28,23,24,20150831213801,20150831192039,1831,14111,5941,11229,18,13,15,3,15,0,1,5,3,2,0,0,6,5,5,16,5,8965,80,181,12,4,6977,45,139,11,4,4764,36,93,9,3,3481,23,68,8,29,22,2,1590,3089,3566,1080,5,27,34,1,836,2773,4088,719,8,29,22,2,1590,3089,3566,1080
201508,079,202027753,20AAAAAA,1.819341,0.67383,0.953939,0.681385,190.705637,0.713185,172.39739,1.074797,3.562303,0.60378,3.018278,0.887729,20,10,17,20150828203500,20150822190514,485,4863,860,4488,9,5,7,2,7,0,0,1,0,1,0,0,18,8,15,8,13,2408,30,58,6,10,2940,24,60,4,4,89,5,5,3,5,1515,9,29,14,0,0,0,1604,0,0,0,37,0,3,0,3479,0,265,0,9,0,0,0,201,0,0,0
201508,079,200294720,20AAAAAA,4.168475,1.169206,3.034147,1.011382,1229.656237,1.611883,1180.977595,1.449427,21.418946,1.479387,20.097024,1.339802,23,19,12,20150831213957,20150831213957,8449,9097,2775,14858,19,17,10,1,16,0,2,9,0,9,0,0,18,16,12,14,16,7070,54,145,14,12,10476,28,188,11,13,5384,33,105,14,12,10097,24,180,44,12,1,0,13365,1662,454,0,20,3,0,2,1861,172,0,32,29,11,1,0,5354,680,454,0
201508,079,201967280,20AAAAAA,2.933286,0.78221,1.800849,0.684322,391.901738,0.980163,193.110486,0.764077,7.76164,0.904269,3.957895,0.702804,24,19,18,20150831215513,20150831195042,5244,4352,946,8663,14,11,8,1,10,0,2,3,0,3,0,0,7,6,6,12,5,5145,50,111,6,7,4451,40,95,9,5,2312,28,53,5,6,2490,22,54,47,2,1,0,4612,46,144,0,35,1,0,3,4619,22,0,86,47,2,1,0,4612,46,144,0
201508,079,202065112,20AAAAAA,3.381139,1.086795,3.119038,0.998092,284.599697,1.258672,271.206541,1.181085,6.324555,1.185854,5.883645,1.094632,9,8,3,20150828110551,20150828110551,442,1593,509,1742,13,12,3,0,13,0,0,1,0,1,0,0,14,13,3,10,10,1679,19,37,6,5,356,9,11,9,8,1481,16,32,6,5,356,9,11,20,5,0,0,1683,154,0,0,1,2,0,0,69,129,0,0,3,1,0,0,137,40,0,0
201508,079,202025369,20AAAAAA,11.712707,0.883978,6.339361,0.507149,2855.927203,1.098328,1808.725155,0.598618,54.278794,1.059098,33.206739,0.577509,4,2,4,20150812132053,20150810201131,0,10401,0,10401,14,13,8,2,12,0,1,2,0,2,0,1,20,14,10,11,15,5753,34,117,9,9,4648,19,88,9,9,3131,15,60,8,6,2912,10,55,13,9,3,4,3016,2649,378,2407,13,11,4,10,1225,2758,375,2744,3,8,2,4,1171,2639,245,2407
201508,079,201982616,20AAAAAA,7.457169,0.493036,3.487826,0.513545,4395.702597,0.843604,4245.005413,0.99811,74.434908,0.790459,71.594925,0.967499,24,24,23,20150825162845,20150825161827,3426,121629,14174,112133,71,45,53,7,64,0,1,11,3,8,0,0,50,25,43,53,32,25956,169,517,44,26,99099,194,1743,31,16,15391,75,291,30,15,86682,88,1485,95,42,26,0,82856,13251,5966,0,98,66,36,2,10589,6540,5853,56,35,6,18,0,3176,624,3881,0
201508,079,200332128,20AAAAAA,21.371777,1.275021,12.937491,0.92024,1202.826888,1.074318,831.846805,0.796743,31.34368,1.134857,20.399524,0.823734,21,17,15,20150831185956,20150831185956,8798,14714,96,23416,85,68,50,4,74,0,2,18,1,17,0,1,60,45,43,80,51,17656,274,441,29,22,5856,78,139,63,39,13025,184,313,25,18,4724,55,108,162,67,4,20,12445,4723,339,600,66,31,4,7,2776,2194,173,436,62,18,0,0,2617,1144,0,0
201508,079,202051305,20AAAAAA,5.585298,0.400859,3.124989,0.558773,3877.755568,0.8464,1907.00363,1.19207,64.970728,0.780273,32.123183,1.085514,30,27,30,20150831234654,20150831234654,31013,106431,41578,100371,55,37,47,6,48,0,3,12,2,10,0,0,49,27,41,42,42,51448,226,973,37,19,85996,192,1525,30,25,19637,94,378,23,9,23556,57,421,115,21,15,2,29326,13204,663,271,181,55,30,2,46202,44681,3352,224,92,21,14,2,23911,13204,644,271
201508,079,201990052,20AAAAAA,6.99234,0.480626,5.726874,0.62955,1736.075125,0.691388,1229.948962,0.756306,30.841679,0.631084,22.651915,0.714353,31,31,31,20150831225955,20150831225955,32916,44925,13460,67840,44,38,29,17,22,0,2,18,6,11,0,0,159,111,85,39,128,48471,297,949,28,58,29370,154,566,36,86,29908,182,591,22,41,20506,100,392,166,23,64,1,26878,6653,8326,185,81,14,46,1,6252,1416,6304,49,113,23,44,1,9116,6653,4969,185
201508,079,201749045,20AAAAAA,2.53421,0.691148,1.641138,0.63822,392.494684,0.833853,219.716861,0.752578,7.278278,0.758154,4.240152,0.701127,30,21,27,20150831215834,20150826215646,2881,11240,2784,11436,17,15,12,0,17,0,0,4,0,4,0,0,5,1,5,11,2,4506,40,93,14,4,9615,70,195,9,1,2154,19,43,11,1,3977,35,84,45,9,0,0,5448,683,0,0,47,9,0,0,7386,604,0,0,44,6,0,0,5386,344,0,0
201508,079,200237334,20AAAAAA,0.715819,0.3937,0.655555,0.546296,107.058569,0.60176,49.077439,0.597049,2.215647,0.553912,1.206045,0.548202,11,5,8,20150829154436,20150828132224,552,1405,243,1714,8,5,5,2,5,0,1,0,0,0,0,0,2,2,1,7,2,1460,17,35,2,1,497,3,9,5,2,411,6,11,0,0,0,0,0,5,0,1,0,253,0,158,0,3,8,2,1,417,840,259,30,0,0,0,0,0,0,0,0
201508,079,202038803,20AAAAAA,7.391887,0.450725,5.535341,0.485556,1253.882993,0.677335,1159.476606,0.834756,22.42677,0.563487,20.71135,0.719144,5,5,5,20150810220416,20150810190506,0,9256,8605,3826,21,19,11,7,14,0,0,7,3,4,0,0,2,2,2,11,2,5073,34,106,17,2,4183,48,93,10,2,3411,21,70,16,2,3534,36,74,20,14,23,0,1430,1241,4274,0,4,3,18,0,182,271,1858,0,9,11,13,0,260,710,1276,0
201508,079,6007379,20AAAAAA,6.43514,0.444297,3.421789,0.486585,447.75172,0.569332,304.742559,0.804481,10.208645,0.488377,6.515331,0.635142,31,31,31,20150831184618,20150831164819,5503,18877,4724,20376,88,48,78,11,73,0,3,19,4,14,0,1,72,47,55,73,60,15406,293,419,38,39,8974,156,229,39,37,6666,135,186,29,28,5077,83,132,110,30,65,12,7247,1402,2418,666,140,29,61,1,8284,1931,2411,11,77,30,56,12,5053,1402,2012,666
201508,079,202053340,20AAAAAA,3.80051,0.597833,2.916132,0.697878,313.043951,0.65169,246.671896,0.804521,6.826195,0.608705,5.338898,0.743727,28,28,25,20150831204113,20150831115911,3402,10048,1974,11733,31,28,19,5,26,0,0,11,3,8,0,0,10,10,5,19,7,5197,75,124,26,8,8253,103,190,16,7,3053,44,74,22,8,5532,73,127,80,8,29,0,5907,795,1883,0,45,0,16,0,4113,0,752,0,80,8,28,0,5907,795,1873,0
201508,079,202086430,20AAAAAA,5.865353,0.508331,2.699989,0.508694,483.09379,0.630607,347.948187,0.841549,11.131808,0.583522,7.332347,0.738919,13,13,13,20150831210614,20150831183713,7228,2731,0,9959,22,19,15,4,17,0,0,7,2,5,0,0,27,21,17,17,19,6230,95,156,15,19,3729,55,92,14,12,3342,43,80,13,15,2033,26,49,29,12,27,0,2313,572,2473,0,30,14,35,0,1296,947,2279,0,24,12,27,0,1162,572,2473,0
201508,079,201086055,20AAAAAA,6.041135,0.569226,4.426295,0.625941,1341.84056,0.878799,1152.417814,0.928033,24.342552,0.795173,20.649747,0.860406,31,28,30,20150831222436,20150831200654,15410,31924,15606,33910,49,40,37,15,33,0,3,14,6,7,0,1,7,6,6,40,6,21364,153,433,33,5,25970,176,516,33,4,15609,91,304,25,4,19161,107,368,87,36,70,7,20693,5437,8570,565,47,12,70,5,6773,421,5315,1199,86,36,44,7,20673,5437,7667,565
201508,079,201935429,20AAAAAA,7.343511,0.257813,3.883582,0.446389,3587.147149,0.284624,1036.564189,0.558283,60.592685,0.269959,17.914759,0.504641,31,30,31,20150831231508,20150830142853,92930,297766,96211,310326,72,45,61,18,46,0,4,20,2,15,0,0,7,6,6,60,6,254780,528,4516,53,4,135916,355,2442,38,5,37927,160,716,31,4,17774,101,349,61,103,36,4,14538,14240,9467,254,114,87,96,6,43760,23512,52401,317,57,103,36,4,13608,14240,9467,254
201508,079,201883254,20AAAAAA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20150822120545,0,0,29,0,29,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,0,0,0,0,0,0,0
