201508,079,V0540100,0,1037860,132,0,0,1322890,30AAAAAA,02,1,B,020106,36,01,0,11,500138379,0,0,0,0,0,200503,20,203701,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,126,99,0,99,99,0,0,0,0,1,0,1654,92872,Android 4.3,99,0,0,0,0,0,0,020106,0,1,99,0,46000,0,1,7,9,1,0,0,0,99,0.8,0,1.67976355552673,51.7312191143125,66.7,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,10.7,0.7,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.016666666667,96.3166666666667,93.5333333333333,2.78333333333333,2.78333333333333,0,0,15.2833333333333,41.7,0,0,188,96,62,58,4,4,0,0,12,34,0,0,83,55,52,3,3,0,0,9,28,0,0,7,7,0,0,67.1905422210693,21.6867551803589,31.6017513275146,13.9020357131958,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
201508,079,V0540100,0,1037880,132,0,0,1322890,30AAAAAA,02,1,B,020111,36,01,0,11,1033814,0,0,0,0,0,200503,20,203701,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,126,99,0,02,SX,0,0,1,0,1,0,264,66060,iOS,04,201308,0,24 ,0,-631,0,020111,1,1,99,0,165000,0,1,7,9,1,0,0,0,99,0.68,0,0.48438442548116,43.2645329356916,66.2,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.516666666667,0,0,0,0,0,0,0,475.516666666667,0,0,595,136,0,0,0,0,0,0,0,136,0,0,213,0,0,0,0,0,0,0,213,0,0,2,2,0,0,29.0630655288696,0,0,29.0630655288696,0,0,-134.28,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
201508,079,V0540100,0,1037891,132,0,0,1322890,30AAAAAA,02,1,I,020315,39,02,0,11,1033826,0,0,0,0,0,200503,20,203701,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,126,99,0,99,99,0,0,1,0,1,0,264,92232,iOS 8.0,99,0,0,0,0,0,0,020315,0,1,99,0,240000,0,1,7,9,1,0,0,0,04,3.69166666666667,0.5875,0.45003506155575,154.117879958774,198.75,96,96,0,0,96.75,86.4,10.35,0,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,99.91,0,1276.36666666667,1276.36666666667,1210.73333333333,5.15,65.6333333333333,0,0,0,0,0,0,1901,886,886,786,6,100,0,0,0,0,0,0,1150,1150,1087,2,63,0,0,0,0,0,0,28,28,0,0,153.011920928955,153.011920928955,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
201508,079,V0540100,0,1037892,132,0,0,1322890,30AAAAAA,02,1,A,020115,36,01,0,11,1033827,0,0,0,0,0,200503,20,203701,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,126,99,0,99,99,0,0,0,0,1,0,185,15490,Android 2.3,99,0,0,0,0,0,0,020115,0,1,99,452000,240000,0,1,7,9,1,0,0,0,04,0.541666666666667,0,1.58468401590983,140.71818642625,155.15,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.15,0,0,0,0,0,0,0,0,58.15,0,0,57.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154.966666666667,0,0,0,0,0,0,0,154.966666666667,0,0,196,130,0,0,0,0,0,0,0,130,0,0,78,0,0,0,0,0,0,0,78,0,0,3,3,0,0,475.405204772949,0,0,475.405204772949,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
201508,079,V0540100,0,1037909,132,0,0,1322890,30AAAAAA,02,1,B,020111,36,01,0,11,1033844,0,0,0,0,0,200503,21,203701,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,126,99,0,99,99,0,0,0,0,1,0,185,89166,Android 4.4,99,0,0,0,0,0,0,020111,0,1,99,0,165000,0,1,7,9,1,0,0,0,99,0.775,0,0.985525719324748,66.7679317349627,92.7,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,26.7,8.7,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.383333333333,294.383333333333,241.55,1.93333333333333,52.8333333333333,0,0,0,0,0,0,403,155,155,94,3,61,0,0,0,0,0,0,203,203,184,3,19,0,0,0,0,0,0,85,85,2,0,59.1315431594849,59.1315431594849,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
201508,079,V0540100,0,1037967,132,0,0,1322890,30AAAAAA,02,1,B,020111,39,02,0,11,500091911,0,0,0,0,0,200503,21,203701,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,126,03,1,99,99,201511,4,0,0,0,0,9999,9999,9999,04,201411,201412,12 ,0,0,0,020111,0,1,99,0,165000,0,1,4,9,1,0,0,0,04,4.455,0,0,191.8,235,66,66,0,0,138,61.6,74.4,0,74.4,0,0,2,0,2,0,0,0,0,0,0,0,0,51,21,0,0,0,0,0,0,21,30,0,0,30,0,0,0,0,0,0,0,-20,0,-20,0,0,0,0,0,1492.55,1261.76666666667,916.783333333333,1.86666666666667,344.983333333333,0,0,17.25,230.783333333333,0,0,1727,891,826,427,3,399,0,0,9,65,0,0,474,335,237,2,98,0,0,9,139,0,0,7,7,0,0,0,0,0,0,0,0,0,1,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
201508,079,V0540100,0,1038060,132,0,0,1322890,30AAAAAA,02,1,I,020320,70160,01,0,11,1034001,0,0,0,0,0,200503,21,201509,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,126,99,0,99,99,0,0,0,0,1,0,185,92141,Android 4.4,99,0,0,0,0,0,0,020320,0,1,99,0,315000,0,1,7,9,1,0,0,0,99,1.225,1.88333333333333,0.000660040113661024,60.6579940433477,142.65,126,126,0,0,10.65,2.7,7.95,0,7.95,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839.65,835.266666666667,660.566666666667,3.41666666666667,174.7,0,0,4.38333333333333,4.38333333333333,0,0,1187,392,392,189,7,203,0,0,0,0,0,0,641,638,574,7,64,0,0,3,3,0,0,55,55,1,0,0.297018051147461,0.297018051147461,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
201508,079,V0540100,0,1038124,132,0,0,1322890,30AAAAAA,02,1,B,020116,39,02,0,11,1034071,0,0,0,0,0,200503,22,203701,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,126,99,0,99,99,0,0,0,0,1,0,79,95355,Android 4.1,99,0,0,0,0,0,0,020116,0,1,99,0,240000,0,1,7,9,1,0,0,0,04,1.33555555555556,0,2.39893738031387,185.953640450594,189.26,96,96,0,0,22.65,0,20.1,0,20.1,0,0,2.55,0,2.55,0,0,0,0,0,0,0,0,60.61,25.6,22.6,0,0,0,0,0,3,35.01,0.9,0,34.11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1257.78333333333,637.283333333333,607.416666666667,1.11666666666667,29.8666666666667,0,0,4.28333333333333,620.5,0,0,1989,601,294,249,4,45,0,0,1,307,0,0,1325,830,806,4,24,0,0,4,495,0,0,268,268,8,0,191.91499042511,28.6868410110474,0.312567710876465,162.915581703186,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
201508,079,V0540100,0,1038229,132,0,0,1322890,30AAAAAA,02,1,B,020116,36,01,0,11,500292132,0,0,0,0,0,200503,23,203701,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,126,01,1,02,32,201605,0,0,0,1,0,1654,66075,Android 2.3(MIUI),04,201405,201406,24 ,0,-820,0,020116,1,1,99,20,240000,0,1,7,9,1,0,0,0,99,0.144444444444444,0,0.561368298530579,27.3841394190514,97.3,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.55,0,0,0,0,0,0,0,142.55,0,0,192,65,0,0,0,0,0,0,0,65,0,0,98,0,0,0,0,0,0,0,98,0,0,9,9,4,0,44.9094638824463,0,0,44.9094638824463,0,0,-123.15,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
201508,079,V0540100,0,1038234,132,0,0,1322890,30AAAAAA,02,1,B,020106,36,01,0,11,500494006,0,0,0,0,0,200503,23,203701,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,126,99,0,99,99,0,0,1,0,1,0,264,92228,iOS 8.0,99,0,0,0,0,0,0,020106,0,1,99,20,46000,0,1,5,9,1,0,0,0,04,0.075,0,0.0156723737716675,3.74092326569902,75.7,46,46,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,0,10,6,0,0,0,0,13,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,34.2,0,12.2,12.2,12.2,0,0,0,0,0,0,0,0,16,9,9,9,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.626894950866699,0.626894950866699,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
